metro_nonmetro,county_name,state_abbr,geoId,value
Metropolitan,"Anchorage Municipality",AK,us-ak-020,"Part of county is shortage area"
Metropolitan,"Fairbanks North Star Borough",AK,us-ak-090,"Whole county is shortage area"
Metropolitan,"Matanuska-Susitna Borough",AK,us-ak-170,"Part of county is shortage area"
Metropolitan,"Autauga County",AL,us-al-001,"Whole county is shortage area"
Metropolitan,"Baldwin County",AL,us-al-003,"Part of county is shortage area"
Metropolitan,"Bibb County",AL,us-al-007,"Whole county is shortage area"
Metropolitan,"Blount County",AL,us-al-009,"Whole county is shortage area"
Metropolitan,"Calhoun County",AL,us-al-015,"Part of county is shortage area"
Metropolitan,"Chilton County",AL,us-al-021,"Whole county is shortage area"
Metropolitan,"Colbert County",AL,us-al-033,"Whole county is shortage area"
Metropolitan,"Elmore County",AL,us-al-051,"Whole county is shortage area"
Metropolitan,"Etowah County",AL,us-al-055,"Whole county is shortage area"
Metropolitan,"Geneva County",AL,us-al-061,"Whole county is shortage area"
Metropolitan,"Greene County",AL,us-al-063,"Whole county is shortage area"
Metropolitan,"Hale County",AL,us-al-065,"Whole county is shortage area"
Metropolitan,"Henry County",AL,us-al-067,"Whole county is shortage area"
Metropolitan,"Houston County",AL,us-al-069,"Part of county is shortage area"
Metropolitan,"Jefferson County",AL,us-al-073,"Part of county is shortage area"
Metropolitan,"Lauderdale County",AL,us-al-077,"Part of county is shortage area"
Metropolitan,"Lawrence County",AL,us-al-079,"Whole county is shortage area"
Metropolitan,"Lee County",AL,us-al-081,"Whole county is shortage area"
Metropolitan,"Limestone County",AL,us-al-083,"Whole county is shortage area"
Metropolitan,"Lowndes County",AL,us-al-085,"Whole county is shortage area"
Metropolitan,"Madison County",AL,us-al-089,"Whole county is shortage area"
Metropolitan,"Mobile County",AL,us-al-097,"Whole county is shortage area"
Metropolitan,"Montgomery County",AL,us-al-101,"Whole county is shortage area"
Metropolitan,"Morgan County",AL,us-al-103,"Whole county is shortage area"
Metropolitan,"Pickens County",AL,us-al-107,"Whole county is shortage area"
Metropolitan,"Russell County",AL,us-al-113,"Whole county is shortage area"
Metropolitan,"Shelby County",AL,us-al-117,"Whole county is shortage area"
Metropolitan,"St. Clair County",AL,us-al-115,"Whole county is shortage area"
Metropolitan,"Tuscaloosa County",AL,us-al-125,"Part of county is shortage area"
Metropolitan,"Washington County",AL,us-al-129,"Whole county is shortage area"
Metropolitan,"Benton County",AR,us-ar-007,"Part of county is shortage area"
Metropolitan,"Cleveland County",AR,us-ar-025,"Whole county is shortage area"
Metropolitan,"Craighead County",AR,us-ar-031,"Part of county is shortage area"
Metropolitan,"Crawford County",AR,us-ar-033,"Whole county is shortage area"
Metropolitan,"Crittenden County",AR,us-ar-035,"Part of county is shortage area"
Metropolitan,"Faulkner County",AR,us-ar-045,"Part of county is shortage area"
Metropolitan,"Franklin County",AR,us-ar-047,"Part of county is shortage area"
Metropolitan,"Garland County",AR,us-ar-051,"None of county is shortage area"
Metropolitan,"Grant County",AR,us-ar-053,"Whole county is shortage area"
Metropolitan,"Jefferson County",AR,us-ar-069,"Part of county is shortage area"
Metropolitan,"Lincoln County",AR,us-ar-079,"Whole county is shortage area"
Metropolitan,"Little River County",AR,us-ar-081,"Whole county is shortage area"
Metropolitan,"Lonoke County",AR,us-ar-085,"Part of county is shortage area"
Metropolitan,"Madison County",AR,us-ar-087,"Whole county is shortage area"
Metropolitan,"Miller County",AR,us-ar-091,"None of county is shortage area"
Metropolitan,"Perry County",AR,us-ar-105,"Whole county is shortage area"
Metropolitan,"Poinsett County",AR,us-ar-111,"Part of county is shortage area"
Metropolitan,"Pulaski County",AR,us-ar-119,"Part of county is shortage area"
Metropolitan,"Saline County",AR,us-ar-125,"Part of county is shortage area"
Metropolitan,"Sebastian County",AR,us-ar-131,"Part of county is shortage area"
Metropolitan,"Washington County",AR,us-ar-143,"Part of county is shortage area"
Metropolitan,"Cochise County",AZ,us-az-003,"Part of county is shortage area"
Metropolitan,"Coconino County",AZ,us-az-005,"Part of county is shortage area"
Metropolitan,"Maricopa County",AZ,us-az-013,"Part of county is shortage area"
Metropolitan,"Mohave County",AZ,us-az-015,"Part of county is shortage area"
Metropolitan,"Pima County",AZ,us-az-019,"Part of county is shortage area"
Metropolitan,"Pinal County",AZ,us-az-021,"Part of county is shortage area"
Metropolitan,"Yavapai County",AZ,us-az-025,"Part of county is shortage area"
Metropolitan,"Yuma County",AZ,us-az-027,"Part of county is shortage area"
Metropolitan,"Alameda County",CA,us-ca-001,"Part of county is shortage area"
Metropolitan,"Butte County",CA,us-ca-007,"Part of county is shortage area"
Metropolitan,"Contra Costa County",CA,us-ca-013,"Part of county is shortage area"
Metropolitan,"El Dorado County",CA,us-ca-017,"Part of county is shortage area"
Metropolitan,"Fresno County",CA,us-ca-019,"Part of county is shortage area"
Metropolitan,"Imperial County",CA,us-ca-025,"Part of county is shortage area"
Metropolitan,"Kern County",CA,us-ca-029,"Part of county is shortage area"
Metropolitan,"Kings County",CA,us-ca-031,"Part of county is shortage area"
Metropolitan,"Los Angeles County",CA,us-ca-037,"Part of county is shortage area"
Metropolitan,"Madera County",CA,us-ca-039,"Part of county is shortage area"
Metropolitan,"Marin County",CA,us-ca-041,"Part of county is shortage area"
Metropolitan,"Merced County",CA,us-ca-047,"Part of county is shortage area"
Metropolitan,"Monterey County",CA,us-ca-053,"Part of county is shortage area"
Metropolitan,"Napa County",CA,us-ca-055,"Part of county is shortage area"
Metropolitan,"Orange County",CA,us-ca-059,"Part of county is shortage area"
Metropolitan,"Placer County",CA,us-ca-061,"Part of county is shortage area"
Metropolitan,"Riverside County",CA,us-ca-065,"Part of county is shortage area"
Metropolitan,"Sacramento County",CA,us-ca-067,"Part of county is shortage area"
Metropolitan,"San Benito County",CA,us-ca-069,"Part of county is shortage area"
Metropolitan,"San Bernardino County",CA,us-ca-071,"Part of county is shortage area"
Metropolitan,"San Diego County",CA,us-ca-073,"Part of county is shortage area"
Metropolitan,"San Francisco County",CA,us-ca-075,"Part of county is shortage area"
Metropolitan,"San Joaquin County",CA,us-ca-077,"Part of county is shortage area"
Metropolitan,"San Luis Obispo County",CA,us-ca-079,"Part of county is shortage area"
Metropolitan,"San Mateo County",CA,us-ca-081,"Part of county is shortage area"
Metropolitan,"Santa Barbara County",CA,us-ca-083,"Part of county is shortage area"
Metropolitan,"Santa Clara County",CA,us-ca-085,"Part of county is shortage area"
Metropolitan,"Santa Cruz County",CA,us-ca-087,"Part of county is shortage area"
Metropolitan,"Shasta County",CA,us-ca-089,"Part of county is shortage area"
Metropolitan,"Solano County",CA,us-ca-095,"Part of county is shortage area"
Metropolitan,"Sonoma County",CA,us-ca-097,"Part of county is shortage area"
Metropolitan,"Stanislaus County",CA,us-ca-099,"Part of county is shortage area"
Metropolitan,"Sutter County",CA,us-ca-101,"Part of county is shortage area"
Metropolitan,"Tulare County",CA,us-ca-107,"Part of county is shortage area"
Metropolitan,"Ventura County",CA,us-ca-111,"Part of county is shortage area"
Metropolitan,"Yolo County",CA,us-ca-113,"Part of county is shortage area"
Metropolitan,"Yuba County",CA,us-ca-115,"Part of county is shortage area"
Metropolitan,"Adams County",CO,us-co-001,"Part of county is shortage area"
Metropolitan,"Arapahoe County",CO,us-co-005,"Part of county is shortage area"
Metropolitan,"Boulder County",CO,us-co-013,"Part of county is shortage area"
Metropolitan,"Broomfield County",CO,us-co-014,"None of county is shortage area"
Metropolitan,"Clear Creek County",CO,us-co-019,"Whole county is shortage area"
Metropolitan,"Denver County",CO,us-co-031,"Part of county is shortage area"
Metropolitan,"Douglas County",CO,us-co-035,"Part of county is shortage area"
Metropolitan,"El Paso County",CO,us-co-041,"Part of county is shortage area"
Metropolitan,"Elbert County",CO,us-co-039,"Part of county is shortage area"
Metropolitan,"Gilpin County",CO,us-co-047,"Whole county is shortage area"
Metropolitan,"Jefferson County",CO,us-co-059,"Part of county is shortage area"
Metropolitan,"Larimer County",CO,us-co-069,"Part of county is shortage area"
Metropolitan,"Mesa County",CO,us-co-077,"Part of county is shortage area"
Metropolitan,"Park County",CO,us-co-093,"Part of county is shortage area"
Metropolitan,"Pueblo County",CO,us-co-101,"Whole county is shortage area"
Metropolitan,"Teller County",CO,us-co-119,"Part of county is shortage area"
Metropolitan,"Weld County",CO,us-co-123,"Whole county is shortage area"
Metropolitan,"Fairfield County",CT,us-ct-001,"Part of county is shortage area"
Metropolitan,"Hartford County",CT,us-ct-003,"Part of county is shortage area"
Metropolitan,"Middlesex County",CT,us-ct-007,"Part of county is shortage area"
Metropolitan,"New Haven County",CT,us-ct-009,"Part of county is shortage area"
Metropolitan,"New London County",CT,us-ct-011,"Part of county is shortage area"
Metropolitan,"Tolland County",CT,us-ct-013,"Part of county is shortage area"
Metropolitan,"Windham County",CT,us-ct-015,"Part of county is shortage area"
Metropolitan,"District of Columbia",DC,us-dc-001,"Part of county is shortage area"
Metropolitan,"Kent County",DE,us-de-001,"Whole county is shortage area"
Metropolitan,"New Castle County",DE,us-de-003,"Part of county is shortage area"
Metropolitan,"Sussex County",DE,us-de-005,"Whole county is shortage area"
Metropolitan,"Alachua County",FL,us-fl-001,"Part of county is shortage area"
Metropolitan,"Baker County",FL,us-fl-003,"Whole county is shortage area"
Metropolitan,"Bay County",FL,us-fl-005,"Whole county is shortage area"
Metropolitan,"Brevard County",FL,us-fl-009,"Whole county is shortage area"
Metropolitan,"Broward County",FL,us-fl-011,"Part of county is shortage area"
Metropolitan,"Charlotte County",FL,us-fl-015,"Whole county is shortage area"
Metropolitan,"Citrus County",FL,us-fl-017,"Whole county is shortage area"
Metropolitan,"Clay County",FL,us-fl-019,"Part of county is shortage area"
Metropolitan,"Collier County",FL,us-fl-021,"Part of county is shortage area"
Metropolitan,"Duval County",FL,us-fl-031,"Part of county is shortage area"
Metropolitan,"Escambia County",FL,us-fl-033,"Whole county is shortage area"
Metropolitan,"Flagler County",FL,us-fl-035,"Whole county is shortage area"
Metropolitan,"Gadsden County",FL,us-fl-039,"Whole county is shortage area"
Metropolitan,"Gilchrist County",FL,us-fl-041,"Whole county is shortage area"
Metropolitan,"Hernando County",FL,us-fl-053,"Whole county is shortage area"
Metropolitan,"Highlands County",FL,us-fl-055,"Whole county is shortage area"
Metropolitan,"Hillsborough County",FL,us-fl-057,"Part of county is shortage area"
Metropolitan,"Indian River County",FL,us-fl-061,"Whole county is shortage area"
Metropolitan,"Jefferson County",FL,us-fl-065,"Whole county is shortage area"
Metropolitan,"Lake County",FL,us-fl-069,"Whole county is shortage area"
Metropolitan,"Lee County",FL,us-fl-071,"Part of county is shortage area"
Metropolitan,"Leon County",FL,us-fl-073,"Part of county is shortage area"
Metropolitan,"Levy County",FL,us-fl-075,"Part of county is shortage area"
Metropolitan,"Manatee County",FL,us-fl-081,"Part of county is shortage area"
Metropolitan,"Marion County",FL,us-fl-083,"Whole county is shortage area"
Metropolitan,"Martin County",FL,us-fl-085,"Part of county is shortage area"
Metropolitan,"Miami-Dade County",FL,us-fl-086,"Part of county is shortage area"
Metropolitan,"Nassau County",FL,us-fl-089,"Part of county is shortage area"
Metropolitan,"Okaloosa County",FL,us-fl-091,"Part of county is shortage area"
Metropolitan,"Orange County",FL,us-fl-095,"Part of county is shortage area"
Metropolitan,"Osceola County",FL,us-fl-097,"Whole county is shortage area"
Metropolitan,"Palm Beach County",FL,us-fl-099,"Part of county is shortage area"
Metropolitan,"Pasco County",FL,us-fl-101,"Whole county is shortage area"
Metropolitan,"Pinellas County",FL,us-fl-103,"Part of county is shortage area"
Metropolitan,"Polk County",FL,us-fl-105,"Part of county is shortage area"
Metropolitan,"Santa Rosa County",FL,us-fl-113,"Part of county is shortage area"
Metropolitan,"Sarasota County",FL,us-fl-115,"Part of county is shortage area"
Metropolitan,"Seminole County",FL,us-fl-117,"Part of county is shortage area"
Metropolitan,"St. Johns County",FL,us-fl-109,"Part of county is shortage area"
Metropolitan,"St. Lucie County",FL,us-fl-111,"Whole county is shortage area"
Metropolitan,"Sumter County",FL,us-fl-119,"Whole county is shortage area"
Metropolitan,"Volusia County",FL,us-fl-127,"Whole county is shortage area"
Metropolitan,"Wakulla County",FL,us-fl-129,"Whole county is shortage area"
Metropolitan,"Walton County",FL,us-fl-131,"Whole county is shortage area"
Metropolitan,"Barrow County",GA,us-ga-013,"Whole county is shortage area"
Metropolitan,"Bartow County",GA,us-ga-015,"Whole county is shortage area"
Metropolitan,"Bibb County",GA,us-ga-021,"Whole county is shortage area"
Metropolitan,"Brantley County",GA,us-ga-025,"Whole county is shortage area"
Metropolitan,"Brooks County",GA,us-ga-027,"Whole county is shortage area"
Metropolitan,"Bryan County",GA,us-ga-029,"Whole county is shortage area"
Metropolitan,"Burke County",GA,us-ga-033,"Whole county is shortage area"
Metropolitan,"Butts County",GA,us-ga-035,"Whole county is shortage area"
Metropolitan,"Carroll County",GA,us-ga-045,"Whole county is shortage area"
Metropolitan,"Catoosa County",GA,us-ga-047,"Whole county is shortage area"
Metropolitan,"Chatham County",GA,us-ga-051,"Part of county is shortage area"
Metropolitan,"Chattahoochee County",GA,us-ga-053,"Whole county is shortage area"
Metropolitan,"Cherokee County",GA,us-ga-057,"Whole county is shortage area"
Metropolitan,"Clarke County",GA,us-ga-059,"Part of county is shortage area"
Metropolitan,"Clayton County",GA,us-ga-063,"Whole county is shortage area"
Metropolitan,"Cobb County",GA,us-ga-067,"Part of county is shortage area"
Metropolitan,"Columbia County",GA,us-ga-073,"Part of county is shortage area"
Metropolitan,"Coweta County",GA,us-ga-077,"None of county is shortage area"
Metropolitan,"Crawford County",GA,us-ga-079,"Whole county is shortage area"
Metropolitan,"Dade County",GA,us-ga-083,"Whole county is shortage area"
Metropolitan,"Dawson County",GA,us-ga-085,"Whole county is shortage area"
Metropolitan,"DeKalb County",GA,us-ga-089,"Part of county is shortage area"
Metropolitan,"Dougherty County",GA,us-ga-095,"Whole county is shortage area"
Metropolitan,"Douglas County",GA,us-ga-097,"Whole county is shortage area"
Metropolitan,"Echols County",GA,us-ga-101,"Whole county is shortage area"
Metropolitan,"Effingham County",GA,us-ga-103,"Part of county is shortage area"
Metropolitan,"Fayette County",GA,us-ga-113,"Whole county is shortage area"
Metropolitan,"Floyd County",GA,us-ga-115,"Whole county is shortage area"
Metropolitan,"Forsyth County",GA,us-ga-117,"Whole county is shortage area"
Metropolitan,"Fulton County",GA,us-ga-121,"Part of county is shortage area"
Metropolitan,"Glynn County",GA,us-ga-127,"Whole county is shortage area"
Metropolitan,"Gwinnett County",GA,us-ga-135,"Part of county is shortage area"
Metropolitan,"Hall County",GA,us-ga-139,"Whole county is shortage area"
Metropolitan,"Haralson County",GA,us-ga-143,"Whole county is shortage area"
Metropolitan,"Harris County",GA,us-ga-145,"Whole county is shortage area"
Metropolitan,"Heard County",GA,us-ga-149,"Whole county is shortage area"
Metropolitan,"Henry County",GA,us-ga-151,"Whole county is shortage area"
Metropolitan,"Houston County",GA,us-ga-153,"Part of county is shortage area"
Metropolitan,"Jasper County",GA,us-ga-159,"Whole county is shortage area"
Metropolitan,"Jones County",GA,us-ga-169,"Whole county is shortage area"
Metropolitan,"Lamar County",GA,us-ga-171,"Whole county is shortage area"
Metropolitan,"Lanier County",GA,us-ga-173,"Whole county is shortage area"
Metropolitan,"Lee County",GA,us-ga-177,"Whole county is shortage area"
Metropolitan,"Liberty County",GA,us-ga-179,"Whole county is shortage area"
Metropolitan,"Lincoln County",GA,us-ga-181,"Whole county is shortage area"
Metropolitan,"Long County",GA,us-ga-183,"Whole county is shortage area"
Metropolitan,"Lowndes County",GA,us-ga-185,"Whole county is shortage area"
Metropolitan,"Madison County",GA,us-ga-195,"Whole county is shortage area"
Metropolitan,"Marion County",GA,us-ga-197,"Whole county is shortage area"
Metropolitan,"McDuffie County",GA,us-ga-189,"Whole county is shortage area"
Metropolitan,"McIntosh County",GA,us-ga-191,"Whole county is shortage area"
Metropolitan,"Meriwether County",GA,us-ga-199,"Whole county is shortage area"
Metropolitan,"Monroe County",GA,us-ga-207,"Whole county is shortage area"
Metropolitan,"Morgan County",GA,us-ga-211,"Whole county is shortage area"
Metropolitan,"Murray County",GA,us-ga-213,"Whole county is shortage area"
Metropolitan,"Muscogee County",GA,us-ga-215,"Part of county is shortage area"
Metropolitan,"Newton County",GA,us-ga-217,"Whole county is shortage area"
Metropolitan,"Oconee County",GA,us-ga-219,"None of county is shortage area"
Metropolitan,"Oglethorpe County",GA,us-ga-221,"Whole county is shortage area"
Metropolitan,"Paulding County",GA,us-ga-223,"Whole county is shortage area"
Metropolitan,"Peach County",GA,us-ga-225,"Part of county is shortage area"
Metropolitan,"Pickens County",GA,us-ga-227,"Whole county is shortage area"
Metropolitan,"Pike County",GA,us-ga-231,"Whole county is shortage area"
Metropolitan,"Richmond County",GA,us-ga-245,"Part of county is shortage area"
Metropolitan,"Rockdale County",GA,us-ga-247,"None of county is shortage area"
Metropolitan,"Spalding County",GA,us-ga-255,"Whole county is shortage area"
Metropolitan,"Stewart County",GA,us-ga-259,"Whole county is shortage area"
Metropolitan,"Talbot County",GA,us-ga-263,"Whole county is shortage area"
Metropolitan,"Terrell County",GA,us-ga-273,"Whole county is shortage area"
Metropolitan,"Twiggs County",GA,us-ga-289,"Whole county is shortage area"
Metropolitan,"Walker County",GA,us-ga-295,"Part of county is shortage area"
Metropolitan,"Walton County",GA,us-ga-297,"Whole county is shortage area"
Metropolitan,"Whitfield County",GA,us-ga-313,"Whole county is shortage area"
Metropolitan,"Worth County",GA,us-ga-321,"Whole county is shortage area"
Metropolitan,"Honolulu County",HI,us-hi-003,"Part of county is shortage area"
Metropolitan,"Maui County",HI,us-hi-009,"Part of county is shortage area"
Metropolitan,"Benton County",IA,us-ia-011,"Part of county is shortage area"
Metropolitan,"Black Hawk County",IA,us-ia-013,"Part of county is shortage area"
Metropolitan,"Boone County",IA,us-ia-015,"Part of county is shortage area"
Metropolitan,"Bremer County",IA,us-ia-017,"Part of county is shortage area"
Metropolitan,"Dallas County",IA,us-ia-049,"Part of county is shortage area"
Metropolitan,"Dubuque County",IA,us-ia-061,"Part of county is shortage area"
Metropolitan,"Grundy County",IA,us-ia-075,"Part of county is shortage area"
Metropolitan,"Guthrie County",IA,us-ia-077,"Part of county is shortage area"
Metropolitan,"Harrison County",IA,us-ia-085,"Part of county is shortage area"
Metropolitan,"Jasper County",IA,us-ia-099,"Part of county is shortage area"
Metropolitan,"Johnson County",IA,us-ia-103,"Part of county is shortage area"
Metropolitan,"Jones County",IA,us-ia-105,"Part of county is shortage area"
Metropolitan,"Linn County",IA,us-ia-113,"Part of county is shortage area"
Metropolitan,"Madison County",IA,us-ia-121,"Part of county is shortage area"
Metropolitan,"Mills County",IA,us-ia-129,"Part of county is shortage area"
Metropolitan,"Polk County",IA,us-ia-153,"Part of county is shortage area"
Metropolitan,"Pottawattamie County",IA,us-ia-155,"Part of county is shortage area"
Metropolitan,"Scott County",IA,us-ia-163,"Part of county is shortage area"
Metropolitan,"Story County",IA,us-ia-169,"Part of county is shortage area"
Metropolitan,"Warren County",IA,us-ia-181,"Part of county is shortage area"
Metropolitan,"Washington County",IA,us-ia-183,"Whole county is shortage area"
Metropolitan,"Woodbury County",IA,us-ia-193,"Part of county is shortage area"
Metropolitan,"Ada County",ID,us-id-001,"None of county is shortage area"
Metropolitan,"Bannock County",ID,us-id-005,"Whole county is shortage area"
Metropolitan,"Boise County",ID,us-id-015,"Whole county is shortage area"
Metropolitan,"Bonneville County",ID,us-id-019,"Part of county is shortage area"
Metropolitan,"Butte County",ID,us-id-023,"Whole county is shortage area"
Metropolitan,"Canyon County",ID,us-id-027,"Whole county is shortage area"
Metropolitan,"Franklin County",ID,us-id-041,"Whole county is shortage area"
Metropolitan,"Gem County",ID,us-id-045,"Whole county is shortage area"
Metropolitan,"Jefferson County",ID,us-id-051,"Whole county is shortage area"
Metropolitan,"Jerome County",ID,us-id-053,"Whole county is shortage area"
Metropolitan,"Kootenai County",ID,us-id-055,"Whole county is shortage area"
Metropolitan,"Nez Perce County",ID,us-id-069,"Whole county is shortage area"
Metropolitan,"Owyhee County",ID,us-id-073,"Whole county is shortage area"
Metropolitan,"Power County",ID,us-id-077,"Whole county is shortage area"
Metropolitan,"Twin Falls County",ID,us-id-083,"Whole county is shortage area"
Metropolitan,"Alexander County",IL,us-il-003,"Whole county is shortage area"
Metropolitan,"Bond County",IL,us-il-005,"Whole county is shortage area"
Metropolitan,"Boone County",IL,us-il-007,"Part of county is shortage area"
Metropolitan,"Calhoun County",IL,us-il-013,"Whole county is shortage area"
Metropolitan,"Champaign County",IL,us-il-019,"Part of county is shortage area"
Metropolitan,"Clinton County",IL,us-il-027,"Whole county is shortage area"
Metropolitan,"Cook County",IL,us-il-031,"Part of county is shortage area"
Metropolitan,"DeKalb County",IL,us-il-037,"Part of county is shortage area"
Metropolitan,"DuPage County",IL,us-il-043,"None of county is shortage area"
Metropolitan,"Fulton County",IL,us-il-057,"Part of county is shortage area"
Metropolitan,"Grundy County",IL,us-il-063,"None of county is shortage area"
Metropolitan,"Henry County",IL,us-il-073,"Whole county is shortage area"
Metropolitan,"Jackson County",IL,us-il-077,"Whole county is shortage area"
Metropolitan,"Jersey County",IL,us-il-083,"Whole county is shortage area"
Metropolitan,"Johnson County",IL,us-il-087,"Whole county is shortage area"
Metropolitan,"Kane County",IL,us-il-089,"Part of county is shortage area"
Metropolitan,"Kankakee County",IL,us-il-091,"Whole county is shortage area"
Metropolitan,"Kendall County",IL,us-il-093,"None of county is shortage area"
Metropolitan,"Lake County",IL,us-il-097,"Part of county is shortage area"
Metropolitan,"Macon County",IL,us-il-115,"Part of county is shortage area"
Metropolitan,"Macoupin County",IL,us-il-117,"Whole county is shortage area"
Metropolitan,"Madison County",IL,us-il-119,"Part of county is shortage area"
Metropolitan,"Marshall County",IL,us-il-123,"Whole county is shortage area"
Metropolitan,"McHenry County",IL,us-il-111,"None of county is shortage area"
Metropolitan,"McLean County",IL,us-il-113,"Part of county is shortage area"
Metropolitan,"Menard County",IL,us-il-129,"Whole county is shortage area"
Metropolitan,"Mercer County",IL,us-il-131,"Whole county is shortage area"
Metropolitan,"Monroe County",IL,us-il-133,"Part of county is shortage area"
Metropolitan,"Peoria County",IL,us-il-143,"Whole county is shortage area"
Metropolitan,"Piatt County",IL,us-il-147,"Whole county is shortage area"
Metropolitan,"Rock Island County",IL,us-il-161,"Part of county is shortage area"
Metropolitan,"Sangamon County",IL,us-il-167,"Part of county is shortage area"
Metropolitan,"St. Clair County",IL,us-il-163,"Whole county is shortage area"
Metropolitan,"Stark County",IL,us-il-175,"Whole county is shortage area"
Metropolitan,"Tazewell County",IL,us-il-179,"Part of county is shortage area"
Metropolitan,"Vermilion County",IL,us-il-183,"Part of county is shortage area"
Metropolitan,"Will County",IL,us-il-197,"Part of county is shortage area"
Metropolitan,"Williamson County",IL,us-il-199,"Whole county is shortage area"
Metropolitan,"Winnebago County",IL,us-il-201,"Whole county is shortage area"
Metropolitan,"Woodford County",IL,us-il-203,"Part of county is shortage area"
Metropolitan,"Allen County",IN,us-in-003,"Part of county is shortage area"
Metropolitan,"Bartholomew County",IN,us-in-005,"None of county is shortage area"
Metropolitan,"Benton County",IN,us-in-007,"Whole county is shortage area"
Metropolitan,"Boone County",IN,us-in-011,"None of county is shortage area"
Metropolitan,"Brown County",IN,us-in-013,"Whole county is shortage area"
Metropolitan,"Carroll County",IN,us-in-015,"Whole county is shortage area"
Metropolitan,"Clark County",IN,us-in-019,"None of county is shortage area"
Metropolitan,"Clay County",IN,us-in-021,"Part of county is shortage area"
Metropolitan,"Dearborn County",IN,us-in-029,"Whole county is shortage area"
Metropolitan,"Delaware County",IN,us-in-035,"Whole county is shortage area"
Metropolitan,"Elkhart County",IN,us-in-039,"Part of county is shortage area"
Metropolitan,"Floyd County",IN,us-in-043,"None of county is shortage area"
Metropolitan,"Franklin County",IN,us-in-047,"Whole county is shortage area"
Metropolitan,"Hamilton County",IN,us-in-057,"None of county is shortage area"
Metropolitan,"Hancock County",IN,us-in-059,"None of county is shortage area"
Metropolitan,"Harrison County",IN,us-in-061,"Part of county is shortage area"
Metropolitan,"Hendricks County",IN,us-in-063,"None of county is shortage area"
Metropolitan,"Howard County",IN,us-in-067,"Part of county is shortage area"
Metropolitan,"Jasper County",IN,us-in-073,"Part of county is shortage area"
Metropolitan,"Johnson County",IN,us-in-081,"None of county is shortage area"
Metropolitan,"Lake County",IN,us-in-089,"Part of county is shortage area"
Metropolitan,"LaPorte County",IN,us-in-091,"Whole county is shortage area"
Metropolitan,"Madison County",IN,us-in-095,"Part of county is shortage area"
Metropolitan,"Marion County",IN,us-in-097,"Part of county is shortage area"
Metropolitan,"Monroe County",IN,us-in-105,"Whole county is shortage area"
Metropolitan,"Morgan County",IN,us-in-109,"Whole county is shortage area"
Metropolitan,"Newton County",IN,us-in-111,"Whole county is shortage area"
Metropolitan,"Ohio County",IN,us-in-115,"Whole county is shortage area"
Metropolitan,"Owen County",IN,us-in-119,"Whole county is shortage area"
Metropolitan,"Parke County",IN,us-in-121,"Whole county is shortage area"
Metropolitan,"Porter County",IN,us-in-127,"Whole county is shortage area"
Metropolitan,"Posey County",IN,us-in-129,"Whole county is shortage area"
Metropolitan,"Putnam County",IN,us-in-133,"Whole county is shortage area"
Metropolitan,"Shelby County",IN,us-in-145,"Whole county is shortage area"
Metropolitan,"St. Joseph County",IN,us-in-141,"Part of county is shortage area"
Metropolitan,"Sullivan County",IN,us-in-153,"Whole county is shortage area"
Metropolitan,"Tippecanoe County",IN,us-in-157,"Whole county is shortage area"
Metropolitan,"Union County",IN,us-in-161,"Whole county is shortage area"
Metropolitan,"Vanderburgh County",IN,us-in-163,"Part of county is shortage area"
Metropolitan,"Vermillion County",IN,us-in-165,"Part of county is shortage area"
Metropolitan,"Vigo County",IN,us-in-167,"Whole county is shortage area"
Metropolitan,"Warren County",IN,us-in-171,"Whole county is shortage area"
Metropolitan,"Warrick County",IN,us-in-173,"None of county is shortage area"
Metropolitan,"Washington County",IN,us-in-175,"Whole county is shortage area"
Metropolitan,"Whitley County",IN,us-in-183,"Whole county is shortage area"
Metropolitan,"Butler County",KS,us-ks-015,"None of county is shortage area"
Metropolitan,"Doniphan County",KS,us-ks-043,"Whole county is shortage area"
Metropolitan,"Douglas County",KS,us-ks-045,"Whole county is shortage area"
Metropolitan,"Geary County",KS,us-ks-061,"Whole county is shortage area"
Metropolitan,"Harvey County",KS,us-ks-079,"None of county is shortage area"
Metropolitan,"Jackson County",KS,us-ks-085,"Whole county is shortage area"
Metropolitan,"Jefferson County",KS,us-ks-087,"Whole county is shortage area"
Metropolitan,"Johnson County",KS,us-ks-091,"None of county is shortage area"
Metropolitan,"Leavenworth County",KS,us-ks-103,"Part of county is shortage area"
Metropolitan,"Linn County",KS,us-ks-107,"Whole county is shortage area"
Metropolitan,"Miami County",KS,us-ks-121,"Whole county is shortage area"
Metropolitan,"Osage County",KS,us-ks-139,"Whole county is shortage area"
Metropolitan,"Pottawatomie County",KS,us-ks-149,"Whole county is shortage area"
Metropolitan,"Riley County",KS,us-ks-161,"Whole county is shortage area"
Metropolitan,"Sedgwick County",KS,us-ks-173,"Whole county is shortage area"
Metropolitan,"Shawnee County",KS,us-ks-177,"Whole county is shortage area"
Metropolitan,"Sumner County",KS,us-ks-191,"Part of county is shortage area"
Metropolitan,"Wabaunsee County",KS,us-ks-197,"Whole county is shortage area"
Metropolitan,"Wyandotte County",KS,us-ks-209,"Part of county is shortage area"
Metropolitan,"Allen County",KY,us-ky-003,"Whole county is shortage area"
Metropolitan,"Boone County",KY,us-ky-015,"None of county is shortage area"
Metropolitan,"Bourbon County",KY,us-ky-017,"Whole county is shortage area"
